text,cefrlevel
"SVARTUR DAGUR – ÖRSAGA EFTIR GUÐRÚNU EVU MÍNERVUDÓTTUR: Hún vann hjá skattstjóranum í Reykjavík, ekki af því að henni þætti það skemmtilegt, heldur af því að hana skorti framtakssemi til að leita að öðru starfi, auk þess sem hún lifði ekki fyrir vinnu, hún lifði fyrir að koma heim úr vinnunni, hengja upp kápuna, fara í bláan vindjakka og út í sinn afgirta bakgarð ..., og dást að því eina efnislega sem hún hafði eignast um ævina og gat með sanni kallað stórfenglegt, það var skákborð úr marmara, ... , [það] fyllti gersamlega út í bakgarðinn og á því [voru] metersháir menn úr kirsuberjaviði, ... og hún þurrkaði af þeim fugladrit dagsins ... , þá tók hún sér góðan tíma til að meta stöðuna, lék síðan ýmist hvítu eða svörtu ... . Dag einn (það var svartur dagur) kom hún út og ætlaði að leika, en þá hafði einhver fært svarta hrókinn, ... hún færði fram hvítt peð til að valda biskupinn og daginn eftir hafði svarti riddarinn verið færður, það leit út fyrir að vera snjall leikur en var það ekki og hún rogaðist með drottninguna þvert yfir borðið og vissi að eftir aðeins tvo eða þrjá leiki væri sigurinn í höfn en þegar hún kom út næsta dag lá svarti kóngurinn á hliðinni og jólasveinahúfu hafði verið tyllt á kórónuna hans. ",B2
"Heita vatnið er ein helsta náttúruauðlind Íslands. Það er notað til upphitunar, til að framleiða rafmagn og er notað í ýmsum atvinnugreinum, þar á meðal í gróðurhúsarækt. Íslendingar voru fljótir að átta sig á lækningamætti heita vatnsins, sem að hluta til skýrir langlífi þeirra og góða heilsu. Ein helsta ástæða fyrir þessu langlífi er sú að Íslendingar fara reglulega í sund sér til heilsubótar. Sund í heitu vatni undir berum himni um leið og andað er að sér hreinu, fersku lofti er ein besta líkamshreyfing sem til er. Þetta á sérstaklega við um astma- og hjartasjúklinga. Og þar sem sund styrkir líkamann og gerir allar líkamshreyfingar miklu léttari er sundið sérlega heppilegt fyrir eldra fólk, börn og unglinga. Mikilvægust er hins vegar sú þægilega tilfinning sem fæst með því að hreyfa sig og teygja í sundlaug þar sem hitastigið er stöðugt 29° C (84° F). Kannanir sýna að 94% útlendinga, sem heimsækja jarðhitaböð og sundlaugar í Reykjavík, segja að reynslan af jarðhitanum hafi haft jákvæð áhrif á heilsu þeirra og vellíðan. ",B2
"VESTURFARAR: Á Íslandi er meiri og meiri áhersla lögð á tengsl ferðaþjónustu og menningar á hverjum stað. Mjög víða um landið má finna söfn og sögusetur sem fræða um menningararfinn og menningarverðmæti á hverju svæði. Stundum er það náttúran og auðlindir hennar sem er lögð áhersla á, stundum bókmenntirnar, þjóðlegar hefðir, fornleifar og margt fleira. Margir ferðamenn leita staðfestingar á tilvist sinni og tilverunni með því að heimsækja og skoða menningarsögulega staði og vilja kanna fortíðina. Hofsós er lítið þorp norður í Skagafirði og þar er Vesturfarasetrið sem er gott dæmi um það hvernig menning og ferðamenn tengjast nánum böndum. Á 19. öld fluttu margir Íslendingar til Norður-Ameríku til að leita betra lífs en á Íslandi. Þeir eru kallaðir vesturfarar. Margir afkomendur vesturfaranna hafa leitað uppruna síns á Íslandi og vilja rækta tengsl við þann menningararf sem forfeður þeirra tóku með sér vestur um haf fyrir meira en hundrað árum. Með starfsemi Vesturfarasetursins hefur tekist að rækta og styrkja vináttubönd við afkomendur landnemanna í Norður-Ameríku. Mikill fjöldi fólks hefur þannig fundið og kynnst skyldmennum sínum á Íslandi. Meðal Íslendinga hefur vaknað áhugi á þessum þýðingarmikla þætti í sögu lands og þjóðar. Tilgangur Vesturfarasetursins er að styðja við fólk sem vill rækta þessi tengsl og varðveita sameiginlegan menningararf Íslendinga og afkomenda þeirra. ",B2
"Grein úr Fréttablaðinu: Safna efni til listsköpunar úr ruslagámum Sigurður, myndlistarnemi, og Ragnheiður, leik­listar­nemi, opna skapandi endurnýtingarstöð. „Fólk hlær stundum að okkur þegar við fáum að fara í ruslagáminn hjá því. Annars erum við búin að fá mjög jákvæð viðbrögð. Það eru allir til í að hjálpa okkur með þetta – sem er mjög dýrmætt,“ segir Ragnheiður Harpa Leifsdóttir leiklistarnemi. Nokkrir listanemendur opnuðu skapandi endur­nýtingar­stöð. Þar getur fólk náð í ókeypis efnivið til listsköpunar sem nemendurnir hafa safnað úr afgöngum frá iðnaðarfyrirtækjum. „Þegar við erum að safna saman efninu þá sprettur fram svo mikið af hugmyndum, bara strax. Þetta eru svo flottir hlutir sem við erum að fá,“ segir Sigurður Atli Sigurðsson myndlistarnemi. Ragnheiður bætir við: „Það er ekkert mjög gaman að fara ofan í einhvern ruslagám en um leið og ruslið er komið á annan stað gerist eitthvað, ruslið verður eitthvað allt annað og þá fer hugurinn í gang. Hugmyndin er að kveikja í fólki og virkja það í skapandi hugsun, vekja ímyndunaraflið.“ Endurnýtingarstöðin er gerð eftir evrópskri fyrir­mynd. „Þetta er komið frá bæ á Ítalíu sem heitir Reggio Emilia. Þar er þetta tengt leikskólum,“ segir Sigurður. Þau segja Cobra-listahópinn aðra fyrirmynd að þessu.  ",B2
"Kvennafrídagurinn 1975 - Í augsýn er nú frelsið ... „Konur, hittumst á Lækjartorgi kl. 2. Framkvæmdanefnd um kvennafrí.“ Hún lét ekki mikið yfir sér, auglýsingin sem þulurinn las fyrir hádegisfréttatíma útvarpsins, föstudaginn 24. október 1975. Þessi hógværa hvatning var þó lokahnykkurinn á einum stærsta viðburði hér á landi á síðustu öld. Andrúmsloftið var þrungið spennu. Ekkert var vitað með vissu um þátttöku kvenna á þessum fyrsta kvennafrídegi sögunnar. Tugir erlendra fjölmiðlamanna biðu átekta, auk þeirra innlendu. Söguleg stund eða misheppnað frumhlaup? Upp úr hádegi tóku konur að streyma að Lækjartorgi úr öllum áttum, á öllum aldri og af öllum þrepum samfélagsins. Kröfuspjöldum fór að sama skapi fjölgandi með slagorðum á borð við: Jafnrétti, framþróun, friður, Fleiri dagheimili, Launajafnrétti í raun, Kvennafrí – hvað svo? Áður en yfir lauk höfðu hátt í 30 þúsund konur tekið sér stöðu í miðbænum. Stærsti kröfufundur Íslandssögunnar fram að þessu var í þann mund að hefjast. ",B2
"Rafskinna: Rafskinna er fyrsta og eina raftímaritið sem gefið er út á Íslandi en það fjallar um sjónrænar listir í víðum skilningi. Í Rafskinnu er að finna heimildamyndir, stuttmyndir, myndbandsverk, teiknimyndir, viðtöl, tónlistarmyndbönd, lifandi tónlistarflutning og fleira, bæði eftir íslenska og erlenda listamenn. Rafskinna framleiðir mikið efni sjálf en þar er líka að finna vandfundin og einstök verk eftir aðra. Allt efni tímaritsins er bæði á íslensku og ensku, sem gerir það að verkum að Rafskinna getur verið öflugt kynningartæki fyrir íslenska listamenn og listasenu erlendis. Mikið er lagt í hönnun Rafskinnu, en tímaritið er á stærð við 10” vínylplötu og sér nýr hönnuður um hönnun hvers tölublaðs. Auk dvd-disksins er að finna í Rafskinnu prentað greinahefti með greinum, sögum, ljóðum, ljósmyndum o.fl. sem tengist þemanu hverju sinni, auk annarra óvæntra hluta. Hingað til hefur til að mynda mátt finna fjölfeldiverk eftir listamann blaðsins, þrívíddargleraugu, minnisspil, eldspýtnabréf og poka með spínatfræjum svo eitthvað sé nefnt, sem þema hvers tölublaðs tengir saman. Með þessari fjölbreytni í efnistökum og miðlun þess nær Rafskinna að fanga samtímann á einstakan hátt og að vera verðug heimild um íslenska menningu og listasenu hverju sinni og gerir hana að verðmætum safngrip fyrir unnendur sjónrænna lista. ",B2
"Vítamín (hefur verið þýtt sem fjörefni á íslensku, en það orð er lítið notað) er safnheiti yfir ýmis lífræn stjórnefni sem eru lífverum nauðsynleg til að halda heilsu en lífverurnar geta ekki myndað sjálfar eða geta ekki myndað nóg af. Þessi efni eru breytileg eftir lífverum, til að mynda þurfa menn C-vítamín úr fæðu en geitur ekki, því þær framleiða eigið C-vítamín. Vítamín á þó ekki við þörf á steinefnum, fitu eða amínósýrum. Vítamín fást aðallega úr mat. Hugtakið vítamín er komið frá pólska líffræðingnum Kazimierz Funk, sem notaðist fyrst við hugtakið árið 1912. ""Vita"" þýðir líf og ""amin"" er önnur mynd og stytting af amín, sem er lífrænn efnahópur (íslenskur ritháttur er með í í stað i), en áður var talið að öll vítamín væru amínefni. Íslenska heitið er í raun bein þýðing þar sem ""fjör"" er gamalt orð fyrir líf. Þau vítamín sem hingað til hafa verið uppgötvuð eru: A, B1, B2, B3, B5, B6, B9, B12, B13, B15, B17, C, D, E, K Vítamín eru ýmist vatnsleysanleg eða fituleysanleg. Líkaminn á auðvelt með að skilja út vatnsleysanleg vítamín ef maður neytir þeirra of mikið, en erfitt með að skilja út þau fituleysanlegu. Þess vegna verður maður að gæta þess að neyta ekki of mikils magns fituleysanlegra vítamína, því að það getur valdið eitrun. ",B2
"Niccolò Machiavelli (3. maí 1469 – 21. júní 1527) var ítalskur heimspekingur, rithöfundur og stjórnmálamaður sem er einkum þekktur fyrir kenningar sínar í stjórnmálafræði sem hann setti fram í bókinni ""Furstinn"" (um 1513), en einnig fyrir ljóð og leikverk. Hann fæddist í Flórens og hóf feril sinn sem opinber starfsmaður í þjónustu lýðveldisins frá 1494 til 1512 og ferðaðist um Evrópu sem sendifulltrúi. Þegar Mediciættin náði aftur völdum var hann ákærður fyrir þátttöku í samsæri gegn þeim, settur í fangelsi og pyntaður. Leó X, nýi Medici-páfinn, fékk hann lausan og hann settist þá að í sveit utan við San Casciano, nærri Flórens, þar sem hann helgaði sig ritstörfum. Við hann er kennd (með réttu eða röngu) sú stjórnmálaheimspeki sem gengur út á að tilgangurinn helgi meðalið. Stjórnmálaheimspeki Machiavelli: Machiavelli um stjórnspeki (þá helst ""Furstinn"", þar sem hann heldur sig við umræðu furstadæma) lýsa með skarpskyggni og raunsæi stjórnmálalífi þess tíma, verk hans má þó yfirfæra á nútíma stjórnmál. Ólíkt heilögum Tómasi —sem taldi það vera í eðli mannsins að uppfylla tilætlanir Guðs— þá segir hann eðli mannsins einkennast af eigingirni, fégirni og grimmd. Meginmarkmið landstjórnar er að auka vald landsins og stjórnendur þess ættu ávallt að sniðganga siðferðisreglur, lög og loforð þegar kemur að því að tryggja og auka völd, þeir lúti þó einni reglu og hún er að tryggja hagsmuni ríkisins. ""Furstinn"" (m.ö.o. stjórnendurnir) ætti því að sitja einn um völd og láta trú og annað ekki trufla sig. Furstinn ætti að virða eðli þegna sinna en notfæra sér þörf þeirra fyrir öryggi og vernd. Velferð þeirra er honum þó algjört aukaatriði, nema það henti til valdaaukninga. Í ritinu ""Orðræðan"" metur hann á svipaðan hátt ýmis stjórnkerfi og kemst að raun um að lýðveldi sé líklegast besta og stöðugasta kerfið ef það nýtur stuðnings þegnanna. ",B2
"Klængur Þorsteinsson (1102 – 28. febrúar 1176) var kjörinn til biskups í Skálholti eftir að fréttist að Hallur Teitsson, sem kjörinn hafði verið biskup eftir að Magnús Einarsson fórst í eldsvoða, hefði dáið í Hollandi 1150. Klængur var sonur Þorsteins Arnórssonar og Halldóru Eyjólfsdóttur og var hann afkomandi Síðu-Halls og Einars Þveræings í föðurætt en móðir hans var frá Reykhólum. Hann var ungur settur til náms í Hólaskóla og mun hafa verið á Hólum eftir það, allt þar til hann varð biskup, eða í hátt á fjórða áratug, og verið þar dómkirkjuprestur og kennari. Hann var vígður biskup í Skálholti af Áskeli erkibiskupi í Lundi 6. apríl 1152. Klængur var lærdómsmaður og skáld gott. Hann er þekktastur fyrir kirkjuna sem hann lét reisa í Skálholti þegar eftir biskupsvígslu sína. Var það timburkirkja og viðurinn til hennar var fluttur frá Noregi á tveimur skipum. Kirkjan þótti vandaðasta hús á Íslandi á sinni tíð en hún brann 1309, þegar eldingu laust niður í hana. Klængur kom líka á fót Þykkvabæjarklaustri og Flateyjarklaustri (síðar Helgafellsklaustri). Hann var vinsæll biskup og virtur. Hann valdi sjálfur eftirmann sinn, Þorlák Þórhallsson. Klængur er sagður hafa verið meinlætamaður sem oft gekk berfættur í snjóum og frostum en virðist þó hafa verið lífsnautnamaður einnig og hélt miklar og dýrar veislur í Skálholti, enda var hann vinmargur, og er sagt að til kirkjuvígslunnar hafi verið boðið 840 manns. Barnsmóðir Klængs var frænka hans, Yngvildur Þorgilsdóttir, dóttir Þorgils Oddasonar á Staðarhóli í Saurbæ. Hún hafði verið látin giftast gegn vilja sínum en fór frá manni sínum og átti með Klængi dótturina Jóru (d. 1196), fyrri konu Þorvaldar Gissurarsonar í Hruna. Ekki er víst hvort hún fæddist áður en Klængur varð biskup eða eftir að hann hlaut vígslu. Einnig átti Klængur soninn Runólf. ",B2
"Jón Árnason (17. ágúst 1819 – 4. september 1888) var íslenskur fræðimaður sem safnaði þjóðsögum, aðallega íslenskum, og gaf út. Jón var fæddur á Hofi á Skagaströnd, sonur séra Árna Illugasonar, sem var prestur þar frá 1796-1825, og þriðju konu hans, Steinunnar Ólafsdóttur. Faðir Jóns var orðinn hálfsjötugur þegar hann fæddist og lést þegar drengurinn var nýorðinn sex ára. Sagði Jón frá því seinna að hann hefði verið einn hjá föður sínum þegar hann dó. Móðir Jóns var síðan lengi ráðskona á Syðri-Ey og Auðkúlu. Jón var settur til mennta og lauk stúdentsprófi frá Bessastaðaskóla. Hann var bókavörður á árunum 1848-1887, fyrst á Stiftsbókasafninu en þegar safnið fékk titilinn Landsbókasafn Íslands árið 1881 varð hann fyrsti Landsbókavörður Íslands. Hann var einnig fyrsti forstöðumaður Forngripasafns Íslands, síðar Þjóðminjasafnið, þegar það var stofnað árið 1863. Lengi vel sá hann einn um bæði söfnin. Tekjurnar af þessum störfum voru ekki háar og hann var því jafnframt biskupsritari um tíma og kenndi einnig við Lærða skólann og var bókavörður þar. Jón varð fyrir áhrifum frá Grimmsbræðrum og fór að safna þjóðsögum og ævintýrum í samstarfi við Magnús Grímsson. Þeir gáfu út ""Íslenzk æfintýri"" árið 1852. Sú útgáfa hlaut dræmar viðtökur. Þeir tóku aftur upp söfnun sagna vegna hvatningar frá Konrad von Maurer. Magnús dó 1860 en Jón hélt söfnuninni áfram. Á árunum 1862 til 1864 kom svo út stórvirki hans, ""Íslenzkar þjóðsögur og æfintýri"" í tveimur bindum og var það prentað í Leipzig með liðsinni Maurers. Safnið var seinna gefið út í sex bindum Kona Jóns var Katrín Þorvaldsdóttir Sívertsen úr Hrappsey, systir Kristínar konu Jóns Thoroddsen. Þau áttu einn son sem dó ungur. ",B2
"Leiðtogafundur í Höfða: Það er samdóma álit flestra þeirra sem sóttu málþing vegna 10 ára afmælis leiðtogafundarins í Höfða, að hann hefði skipt sköpum í þróun afvopnunarmála og jafnvel markað tímamót í sögu 20. aldarinnar. Einkum kom þetta fram í máli Kenneth L. Adelmans sem hafði verið einn helsti samningamaður Bandaríkjanna í afvopnunarmálum á þeim tíma. Hann taldi að þetta hefði verið einn mikilvægasti fundur aldarinnar, ef ekki sá mikilvægasti, og þetta kom einnig fram í sjónvarpsviðtali við hann. Þegar ummæli leiðtoganna beggja eru skoðuð kemur hið sama í ljós. Ronald Reagan sagði í bók sinni „Ævi Bandaríkjamanns“, sem kom út árið 1990, að í Reykjavík hafi vonir hans um kjarnorkuvopnalausan heim fengið meðbyr í örstutta stund, en það hafi síðan leitt til þess að hann og Gorbatsjov hafi náð samkomulagi um afvopnun, sem „enn í dag veldur undrun“. Jafnframt segir hann: „Þrátt fyrir þann skilning sumra að leiðtogafundurinn í Reykjavík hafi mistekist held ég að sagan muni sýna að hann markaði tímamót í leitinni að öruggum og skjólsælum heimi.“ Gorbatsjov sendi ávarp í tilefni afmælisins og þar segir meðal annars: „Það er sannarlega ástæða til að allar þjóðir muni þennan atburð. Án fundarins, sem jafnt blaðamenn sem fræðimenn kenna nú með gagnorðum og auðskildum hætti við Reykjavík, hefði síðastliðinn áratugur orðið allt öðruvísi, ef hann hefði átt sér stað yfir höfuð.“ Af orðum hans má skilja að jafnvel hefði orðið gereyðingarstríð fyrir lok síðasta áratugar ef ekki hefði verið gert eitthvað róttækt til að sporna gegn því, sem hefði þýtt að mannkynið hefði dáið út og engin tímamæling í formi áratuga ætti sér lengur stað ... og við sem þjóð værum ekki lengur til! Enn fremur segir hann: „... á þessum tveimur dögum í Reykjavík nálguðumst við oft, eftir þreytandi og lýjandi rökræður, það lykilaugnablik þegar svo virtist sem aðeins vantaði lítið skref til að við næðum samkomulagi og undirrituðum það ... En 20 mínútum eftir að forseti Bandaríkjanna og ég, báðir í uppnámi, höfðum kvaðst fyrir utan húsið, sagði ég á blaðamannafundi að fundurinn hefði markað tímamót, ekki mistekist.“ „Og ég reyndist hafa rétt fyrir mér. Reykjavík markaði vissulega tímamót. Eftir fundinn færðust viðræður um að binda endi á kalda stríðið og fjarlægja kjarnorkuógnina úr heiminum á svið hefðbundinna samskipta ... Svo virðist að með hjálp Reykjavíkurfundarins hafi okkur á næstu árum eftir hann tekist að klífa tinda sem veittu okkur sýn yfir nýtt tímabil friðar í mannkynssögunni.“ Ef þið skoðið textann vel, þá er hér um geysimiklar yfirlýsingar að ræða. Báðir leiðtogarnir eru í raun og veru að gefa mjög sterklega í skyn að þáttaskilin í heimssögunni hafi verið hér í Reykjavík! Þeir sem voru þeim næstir að völdum, utanríkisráðherrarnir, hafa svipaða sögu að segja. Þáverandi utanríkisráðherra Sovétríkjanna, Shevardnadze, sendi orðsendingu vegna afmælisins. Þar segir m.a.: „Þegar hann var haldinn var þegar ljóst að leiðtogafundurinn mundi marka söguleg tímamót í þróun kjarnorkuafvopnunar ... Vegna alls þessa má líta á Reykjavíkurfundinn sem einn mikilvægasta atburð aldarinnar.“ Í ljósi þessa legg ég til að lögð sé áhersla á að auka vægi fundarins í Íslandssögunni einnig. Ég get ekki ímyndað mér annað en að atburður, sem hefur gerst á eylandi okkar sem hefur gjörbreytt sögu mannkynsins frá 40 ára köldu stríði yfir í hlýjan frið síðastliðinna 10 ára, sé mikilvægari en nokkur annar atburður í sögu lands og þjóðar. Þannig væri þjóðþrifamál að vel menntaðir sagnfræðingar og stjórnmálafræðingar þessa lands færu yfir málið og gæfu frá sér einhvers konar álitsgerð um áætlað mikilvægi fundarins. Einnig legg ég til að Höfði sé gerður að safni til minningar um þennan atburð og sé opinn til sýnis fyrir innlenda sem erlenda ferðamenn allt árið um kring. ",C1
"Íslensk tónlistarsaga er sérstök að mörgu leyti. Íslensk tónlist var nánast bara söngur því fá hljóðfæri voru til á landinu nema þá hæst væru íslensku hljóðfærin langspil og fiðla. Hér varð til sérstök tónlistarhefð þar sem lengi var sungið eftir gömlu kirkjutóntegundunum án hljóðfæraundirleiks og við fórum eftir okkar eigin tónfræði. Lítið er til um beinar frásagnir af tónlistarflutningi en finna má í textum vísbendingar um söng og jafnvel hljóðfæri sem sýna að hér hefur verið tónlist frá upphafi byggðar. Í Íslendingasögunum og Eddukvæðum má til dæmist finna áhugaverðar vísanir í söng, vinnusöngva og smiðjusöngva, og jafnvel hljóðfæraslátt, þekktasta dæmið er líklegast upphafsorð Njálu: „Mörður hét maður, er kallaður var gígja”, en gígja er strengjahljóðfæri. Í bókum eru til lýsingar á flottum söng í kaþólsku kirkjunni og góðri tónlistarþekkingu. Þekktasta verkið frá kaþólskum tíma er Þorlákstíðir, Officium Sancti Thorlaci, samið um Þorlák biskup helga sem var uppi á 12.öld og er Þorláksmessa þann 23. desember kennd við hann. Textinn er á latínu en fylgir íslenskum bragreglum og er sunginn einradda við tíðasöng evrópskan tíðasöng. Tónlist eftir siðaskiptin 1550 var að mestu sálmasöngur auk flutnings á veraldlegum kvæðum og rímum. Fyrsta sálmabókin er prentuð 1589 og nokkru síðar kemur messusöngsbók sem við köllum Grallara. Þessar bækur voru svo til óbreyttar í næstum tvö hundruð ár. Um 150 sálmalög eru í þessum prentuðu bókum en til viðbótar hafa mörg sálmalög varðveist í handritum. Sálmasöngurinn fór bæði fram í kirkjunni þar sem karlarnir sungu og á heimilum, aðallega húslestrum sem voru daglegar helgistundir fyrir svefninn með bæn, lestri og sálmasöng og þá sungu konur og börn [til] jafns við karla. Tónlistarþekking hefur verið misgóð eða slæm en samkvæmt heimildum var ágæt tónlistarþekking á 17.öld og á þessum tíma voru skrifuð glæsileg nótnahandrit með fjölda sálmalaga og einstaka veraldlegum söngvum. Myndir af prentuðum sálmabókum og tónlistarhandritum frá þessum tíma er að finna á netinu, á síðunni ismus.musik.is. Upp úr 1850 verður breyting á íslensku tónlistarlífi. Orgel er keypt í Dómkirkjuna í Reykjavík árið 1840 og svo í fylgja fleiri kirkjur á eftir. Árið 1862 er fyrsti kórinn stofnaður og nokkru síðar fyrsti hljóðfærahópurinn með hornleikurum. Í stað gömlu sálmalaganna komu dönsk sálmalög sem voru sungin við orgelundirleik. Gömlu íslensku lögin og rímurnar þóttu nú léleg og ljót en Bjarni Þorsteinsson, prestur, ásamt fleirum bjargaði þessum söngarfi og gaf út í Íslensku þjóðlagasafni í byrjun 20. aldar. Jón Leifs hljómsveitarstjóri og tónskáld lagði einnig mikið af mörkum til íslenskrar tónlistar á fyrstu áratugum 20. aldar, áður en hann flutti út. Jón hélt meðal annars tónleika og gerði tilraun til að stofna strengjasveit. Jón heyrði þennan skrýtna tón í íslenska þjóðlaginu og notaði þessi sérkenni íslenska söngsins í tónverkum sínum. Tónlistarskólinn í Reykjavík og Ríkisútvarpið eru stofnuð árið 1930 sem gerir mikið fyrir tónlistarlífið og árið 1950 er Sinfóníuhljómsveit Íslands stofnuð. Sinfóníuhljómsveit Íslands þykir afar góð og hefur hlotið fjölda viðurkenninga m.a. tilnefningu til Grammyverðlaunanna. Íslendingar eiga líka lítið en mikið notað óperuhús. Kórastarf er vinsælt bæði meðal barna og fullorðinna og í flestum barnaskólum eru lúðrasveitir. Björk Guðmundsdóttir er fyrsti íslenski tónlistarmaðurinn sem verður þekkt um allan heim og hún á stóran þátt í vinsældum íslenskrar tónlistar erlendis. Björk ruddi meðal annars brautina fyrir Sigur Rós. Bæði tónlist Bjarkar og Sigur Rósar er einstök og öðruvísi og margir heyra í henni þennan einstaka tón íslensku þjóðlaganna, sérstaklega þó hjá Sigur Rós sem meðal annars hefur í samstarfi við aðra samið tónlist við hið gamla kvæði Hrafnagaldur Óðins auk þess sem þeir endurvöktu vinsældir rímnanna. Rímur hafa einnig verið tengdar rappi og tónlistarmenn leikið sér með skyldleika þessara tveggja tónlistarhefða. Aðal uppskeruhátíð íslenskrar popptónlistar Iceland Airwaves en auk hennar eru margar tónlistarhátíðir haldnar á ári hverju hvort sem er þjóðlagahátíðir eða rokkhátíðir og á Íslandi í dag eru nú haldnir um 2000 tónleikar árlega. ",C1
"Einir viðamestu tónleikar, sem haldnir voru á Listahátíð 2002, voru Hrafnagaldur Óðins með Sigur Rós, Hilmari Erni Hilmarssyni og Steindóri Andersen. Þar hefja þeir til vegs og virðingar hið gleymda fornkvæði Hrafnagaldur Óðins og fá til liðs við sig strengjasveit, kór og forláta steinhörpu úr íslensku grjóti eftir Pál frá Húsafelli. Sigur Rós, Hilmar Örn Hilmarsson og Steindór Andersen ráðast hér í sitt metnaðarfyllsta verk til þessa þar sem hin forna íslenska rímnahefð mætir því ferskasta sem er að gerast í nútímatónlist á Íslandi. Nýju ljósi er varpað á fortíðina og forn minni öðlast líf í samtímanum. Verkið var unnið sérstaklega fyrir Listahátíð í Reykjavík árið 2002 en vakti strax mikla athygli og var flutt að hluta í stærstu listamiðstöð í Evrópu, Barbican Centre í London, 21. apríl 2002. Hrafnagaldur Óðins er fornkvæði sem talið er vera skrifað á 14. eða 15. öld. Höfundurinn er óþekktur en ljóst er að hann hefur haft afburðaþekkingu á svonefndum Eddufræðum og vísar í ýmis heiðin minni sem nú eru glötuð. Kvæðið fjallar um mikla veislu sem gerð var guðunum í Valhöll. Á meðan þeir gleyma sér við veisluhöld eru ýmsar blikur á lofti úti fyrir sem gætu táknað endalok guða og manna. Hljómsveitin Sigur Rós er hefur undanfarið ár farið sigurför um heiminn og hlotið frábæra dóma og fjölda viðurkenninga fyrir tónlist sína. Steindór Andersen er formaður kvæðamannafélagsins Iðunnar. Undanfarið hefur hann unnið að fyrstu hljóðupptökum af rímnalögum sem gerðar hafa verið með nútímatækni. Steindór vakti mikla athygli þegar hann kom fram með Sigur Rós á tónleikaferð þeirra um Evrópu og Bandaríkin á síðasta ári. ",C1
"Yrsa og Arnaldur í New York Times: Bandaríska stórblaðið New York Times fjallar í dag um þrjá norræna höfunda, Arnald Indriðason, Yrsu Sigurðardóttur og Mari Jungstedt frá Svíþjóð. Tilefnið er að bækur þessara höfunda koma nú út vestra, Röddin eftir Arnald, Þriðja táknið eftir Yrsu og Ósagt eftir Mari Jungstedt. Höfundur greinarinnar segir að norrænum glæpasagnahöfundum hætti til að vera drungalegir í skrifum sínum en þessar þrjár bækur sýni að þeir hljómi sannarlega ekki allir eins. Hann segir að Arnaldur komist næst hinni þunglyndislegu viðkvæmni sem búast megi við á Íslandi með Röddinni en sagan einkennist af hörkulegri fegurð. Þriðja táknið sé mjög óvenjuleg glæpasaga þar sem hið alræmda rit, Nornahamarinn, leiki stórt hlutverk ásamt göldrum fyrr á tíð en gagnrýnandinn segir það gera söguna bara áhugaverðari að hún sé blandin hryllingi. Þá segir gagnrýnandinn að sænska bókin sé meira í ætt við hreinræktaða spennusögu. Afar fátítt er að fjallað sé um núlifandi íslenska höfunda í The New York Times - hvað þá tvo í einu. ",C1
"Þriðja táknið frábær glæpasaga: Einn áhrifamesti gagnrýnandi heims segir að Þriðja táknið eftir Yrsu Sigurðardóttur sé „frábær glæpasaga” og gefur bókinni fimm stjörnur af fimm mögulegum en bókin kom út á dögunum í Bandaríkjunum. Gagnrýnandinn áhrifamikli, Harriet Klausner, segir að bókin sé spennandi og skemmtileg aflestrar, ráðgátan hugvitssamlega smíðuð og lesandinn geti fundið marga hugsanlega sökudólga, jafnvel þegar lögreglan telji sig vera búna að leysa málið öðru sinni. Stórblaðið The New York Times sagði nýverið að Þriðja táknið væri frumleg glæpasaga og það gerði söguna bara áhugaverðari að vera blandin hryllingi. Þriðja táknið var frumraun Yrsu Sigurðardóttur á sviði glæpasagna og er sagan væntanleg á þrjátíu tungumálum um víða veröld. ",C1
"Persónusköpun í norrænum glæpasögum: Aðalpersónurnar í norrænum glæpasögur eru ekki hefðbundnar hetjur. Wallander, Salander og Erlendur eru hvorki glæsimenni né hetjur sem bjarga málunum á síðustu stundu með hamagangi og hetjudáðum. Aðalpersónur norrænna glæpasagna eru oft þunglyndar, stundum drykkfelldar og oft einfarar sem bera með sér leyndarmál úr fortíðinni og eiga erfitt með náin samskipti við samferðafólk sitt. En þær eiga það sameiginlegt að berjast fyrir lítilmagnann og vilja sjá réttvísinni fullnægt. En þessir þunglamalegu og að því er virðist óspennandi persónuleikar eiga stóran þátt í vinsældum bókanna. Þeir eru flóknar manneskjur með sterka réttlætiskennd og afhjúpa oft hliðar norrænna velferðarsamfélaga sem flestir vita ekkert um eða vilja ekki vita af.  ",C1
